article_id,source_id,source_item_key,source_entry_id,case_ids,title,canonical_url,language,published_date,content_type,discovery_status,selection_status,rights_review_id,rights_status,capture_status,boundary_status,pipeline_status,current_stage,last_run_id,machine_review_status,human_review_status,assigned_to,last_checked_at,notes
SRC0003-ART000011,SRC0003,story:id=1558,,,471.何朝盛居士往生紀實,https://plb.tw/tc/story_1_in.aspx?id=1558&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000012,SRC0003,story:id=1553,,,470.姑丈往生護祐家人,https://plb.tw/tc/story_1_in.aspx?id=1553&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000013,SRC0003,story:id=1552,,,469.李祐吉居士往生紀實,https://plb.tw/tc/story_1_in.aspx?id=1552&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000014,SRC0003,story:id=1550,,,468.佛號聲中，馨香滿室──為母助念的感恩記,https://plb.tw/tc/story_1_in.aspx?id=1550&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000015,SRC0003,story:id=1548,,,467.佛號真不可思議-蔡訓東居士往生紀實,https://plb.tw/tc/story_1_in.aspx?id=1548&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000016,SRC0003,story:id=1545,,,466.二姐預知時至 殊勝往生,https://plb.tw/tc/story_1_in.aspx?id=1545&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000017,SRC0003,story:id=1544,,,465.父親陳金龍助念往生記實,https://plb.tw/tc/story_1_in.aspx?id=1544&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000018,SRC0003,story:id=1543,,,464.慈光接引  真實不虛——母親往生的感應經歷,https://plb.tw/tc/story_1_in.aspx?id=1543&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000019,SRC0003,story:id=1542,,,463.彭漢嬌老居士的往生感應事跡,https://plb.tw/tc/story_1_in.aspx?id=1542&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000020,SRC0003,story:id=1539,,,462.安樂圓滿——蔡惠耀老菩薩往生實記,https://plb.tw/tc/story_1_in.aspx?id=1539&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000021,SRC0003,story:id=1536,,,461.楊鄭美惠居士往生紀實,https://plb.tw/tc/story_1_in.aspx?id=1536&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000022,SRC0003,story:id=1534,,,460.母親往生的殊勝歷程,https://plb.tw/tc/story_1_in.aspx?id=1534&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000023,SRC0003,story:id=1531,,,459.何恬興居士往生紀實,https://plb.tw/tc/story_1_in.aspx?id=1531&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000024,SRC0003,story:id=1521,,,458.江協論居士往生紀實,https://plb.tw/tc/story_1_in.aspx?id=1521&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000025,SRC0003,story:id=1519,,,457.佛果母親往生記,https://plb.tw/tc/story_1_in.aspx?id=1519&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000026,SRC0003,story:id=1516,,,456.名號具足信願行，稱名必往生,https://plb.tw/tc/story_1_in.aspx?id=1516&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000027,SRC0003,story:id=1514,,,455.往生的爺爺奶奶說：好好念佛,https://plb.tw/tc/story_1_in.aspx?id=1514&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000028,SRC0003,story:id=1513,,,454.父親癱瘓失智，兒女念佛，往生瑞應頻現,https://plb.tw/tc/story_1_in.aspx?id=1513&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000029,SRC0003,story:id=1510,,,453.劉桂風往生感應,https://plb.tw/tc/story_1_in.aspx?id=1510&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000030,SRC0003,story:id=1507,,,452.媽媽往生記,https://plb.tw/tc/story_1_in.aspx?id=1507&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000031,SRC0003,story:id=1505,,,451.仰頭一倒，默然往生極樂去,https://plb.tw/tc/story_1_in.aspx?id=1505&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000032,SRC0003,story:id=1503,,,450.名號功德自然牽引往生,https://plb.tw/tc/story_1_in.aspx?id=1503&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000033,SRC0003,story:id=1501,,,449.蓮花來了，我要回家了,https://plb.tw/tc/story_1_in.aspx?id=1501&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000034,SRC0003,story:id=1500,,,448.媽媽我要聽阿彌陀佛,https://plb.tw/tc/story_1_in.aspx?id=1500&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000035,SRC0003,story:id=1499,,,447.阿彌陀佛親勸往生極樂世界,https://plb.tw/tc/story_1_in.aspx?id=1499&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000036,SRC0003,story:id=1496,,,446.稱名必得生，依佛本願故,https://plb.tw/tc/story_1_in.aspx?id=1496&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000037,SRC0003,story:id=1493,,,445.楊文顯居士往生記,https://plb.tw/tc/story_1_in.aspx?id=1493&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000038,SRC0003,story:id=1492,,,444.捨雜歸專  安坐往生,https://plb.tw/tc/story_1_in.aspx?id=1492&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000039,SRC0003,story:id=1490,,,443.父親淨歸居士往生佛國記,https://plb.tw/tc/story_1_in.aspx?id=1490&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000040,SRC0003,story:id=1485,,,442.吳宜光居士念佛往生記,https://plb.tw/tc/story_1_in.aspx?id=1485&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000041,SRC0003,story:id=1480,,,441.外婆殊勝的往生經歷,https://plb.tw/tc/story_1_in.aspx?id=1480&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000042,SRC0003,story:id=1478,,,440.彌陀救度無障礙，虛空助念亦殊勝往生,https://plb.tw/tc/story_1_in.aspx?id=1478&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000043,SRC0003,story:id=1475,,,439.往生來報信　桃子供日食,https://plb.tw/tc/story_1_in.aspx?id=1475&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000044,SRC0003,story:id=1474,,,438.何天棋居士往生記,https://plb.tw/tc/story_1_in.aspx?id=1474&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000045,SRC0003,story:id=1473,,,437.邱龍波老居士往生記實,https://plb.tw/tc/story_1_in.aspx?id=1473&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000046,SRC0003,story:id=1472,,,436.媽媽，阿彌陀佛一定會來的,https://plb.tw/tc/story_1_in.aspx?id=1472&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000047,SRC0003,story:id=1470,,,435.我兒劉家豪往生記,https://plb.tw/tc/story_1_in.aspx?id=1470&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000048,SRC0003,story:id=1467,,,434.示疾往生 度化全家,https://plb.tw/tc/story_1_in.aspx?id=1467&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000049,SRC0003,story:id=1465,,,433.彌陀從電視中走出來,https://plb.tw/tc/story_1_in.aspx?id=1465&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000050,SRC0003,story:id=1464,,,432.「古曼童——佛念」往生記,https://plb.tw/tc/story_1_in.aspx?id=1464&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000051,SRC0003,story:id=1463,,,431.畢可明往生記,https://plb.tw/tc/story_1_in.aspx?id=1463&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000052,SRC0003,story:id=1461,,,430.悟永師父從佛國回來勸念佛,https://plb.tw/tc/story_1_in.aspx?id=1461&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000053,SRC0003,story:id=1457,,,429.母親報夢往生極樂,https://plb.tw/tc/story_1_in.aspx?id=1457&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000054,SRC0003,story:id=1453,,,428.乘金色大願法船　氣韻高雅生西方,https://plb.tw/tc/story_1_in.aspx?id=1453&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000055,SRC0003,story:id=1450,,,427.阿彌陀佛帶走阿嬤了,https://plb.tw/tc/story_1_in.aspx?id=1450&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000056,SRC0003,story:id=1449,,,426.信心一決定，當晚便往生,https://plb.tw/tc/story_1_in.aspx?id=1449&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000057,SRC0003,story:id=1448,,,425.遠遠遊極樂,https://plb.tw/tc/story_1_in.aspx?id=1448&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000058,SRC0003,story:id=1446,,,424.入女兒夢   現出家相,https://plb.tw/tc/story_1_in.aspx?id=1446&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000059,SRC0003,story:id=1443,,,423.陳明泰居士助念展笑容,https://plb.tw/tc/story_1_in.aspx?id=1443&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000060,SRC0003,story:id=1442,,,422.芊芊遊極樂,https://plb.tw/tc/story_1_in.aspx?id=1442&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000061,SRC0003,story:id=1439,,,421.永懷慈母  極樂再聚,https://plb.tw/tc/story_1_in.aspx?id=1439&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000062,SRC0003,story:id=1437,,,420.專稱名號往生淨土,https://plb.tw/tc/story_1_in.aspx?id=1437&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000063,SRC0003,story:id=1429,,,419.趙冠武居士往生記實,https://plb.tw/tc/story_1_in.aspx?id=1429&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000064,SRC0003,story:id=1425,,,418.同修往生西方感應記,https://plb.tw/tc/story_1_in.aspx?id=1425&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000065,SRC0003,story:id=1417,,,417.蔡蒼樹居士往生紀實,https://plb.tw/tc/story_1_in.aspx?id=1417&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000066,SRC0003,story:id=1405,,,416.淨一法師往生小記,https://plb.tw/tc/story_1_in.aspx?id=1405&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000067,SRC0003,story:id=1400,,,415.為狗助念之感應,https://plb.tw/tc/story_1_in.aspx?id=1400&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000068,SRC0003,story:id=1399,,,414.轉臨終驚恐，助念笑開懷,https://plb.tw/tc/story_1_in.aspx?id=1399&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000069,SRC0003,story:id=1397,,,413.我與母親的法緣,https://plb.tw/tc/story_1_in.aspx?id=1397&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000070,SRC0003,story:id=1396,,,412.貓咪泡泡往生記,https://plb.tw/tc/story_1_in.aspx?id=1396&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000071,SRC0003,story:id=1393,,,411.媽媽，我要去阿彌陀佛那裡了,https://plb.tw/tc/story_1_in.aspx?id=1393&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000072,SRC0003,story:id=1392,,,410.念佛預知時至 坐著往生-喜淨居士,https://plb.tw/tc/story_1_in.aspx?id=1392&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000073,SRC0003,story:id=1391,,,409.越南淨歸居士行履(附：我母親念佛往生的過程),https://plb.tw/tc/story_1_in.aspx?id=1391&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000074,SRC0003,story:id=1385,,,408.悲欣交集,https://plb.tw/tc/story_1_in.aspx?id=1385&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000075,SRC0003,story:id=1376,,,407.念佛圓報前世恩──奶奶往生記,https://plb.tw/tc/story_1_in.aspx?id=1376&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000076,SRC0003,story:id=1375,,,406.逆子迴心念佛，安詳回歸家鄉,https://plb.tw/tc/story_1_in.aspx?id=1375&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000077,SRC0003,story:id=1373,,,405.日現七彩，滿天蓮花,https://plb.tw/tc/story_1_in.aspx?id=1373&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000078,SRC0003,story:id=1334,,,404.小貓往生極樂世界,https://plb.tw/tc/story_1_in.aspx?id=1334&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000079,SRC0003,story:id=1322,,,403.林吳妃嬪老居士往生紀實,https://plb.tw/tc/story_1_in.aspx?id=1322&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000080,SRC0003,story:id=1321,,,402.念佛往生事蹟──蔡水金居士往生紀實,https://plb.tw/tc/story_1_in.aspx?id=1321&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000081,SRC0003,story:id=1319,,,401.母親往生極樂，七年後，隨佛返來引接親兒,https://plb.tw/tc/story_1_in.aspx?id=1319&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000082,SRC0003,story:id=1318,,,400.新加坡老菩薩站著往生,https://plb.tw/tc/story_1_in.aspx?id=1318&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000083,SRC0003,story:id=1317,,,399.阿彌陀佛拉著我先生的手！,https://plb.tw/tc/story_1_in.aspx?id=1317&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000084,SRC0003,story:id=1307,,,398.助念當下，基督徒往生,https://plb.tw/tc/story_1_in.aspx?id=1307&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000085,SRC0003,story:id=1304,,,397.彌陀救度地獄，惡人臨終往生,https://plb.tw/tc/story_1_in.aspx?id=1304&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000086,SRC0003,story:id=1302,,,396.臨終劇苦 無礙聞法被救,https://plb.tw/tc/story_1_in.aspx?id=1302&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000087,SRC0003,story:id=1299,,,395.為念法語 當下往生,https://plb.tw/tc/story_1_in.aspx?id=1299&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000088,SRC0003,story:id=1291,,,394.往生思定則定，思不定則不定-林家安居士往生記,https://plb.tw/tc/story_1_in.aspx?id=1291&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000089,SRC0003,story:id=1290,,,393.死後助念 佛聖來迎,https://plb.tw/tc/story_1_in.aspx?id=1290&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000090,SRC0003,story:id=1285,,,392.臨終周折生障礙，不礙蓮花現前迎,https://plb.tw/tc/story_1_in.aspx?id=1285&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000091,SRC0003,story:id=1284,,,391.念佛的功德利益,https://plb.tw/tc/story_1_in.aspx?id=1284&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000092,SRC0003,story:id=1279,,,390.洋教媳婦守靈念佛 公公蒙佛接引淨土,https://plb.tw/tc/story_1_in.aspx?id=1279&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000093,SRC0003,story:id=1268,,,389.真心切願往生去　滿心歡喜入夢來,https://plb.tw/tc/story_1_in.aspx?id=1268&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000094,SRC0003,story:id=1265,,,388.生前不念佛　助念登蓮臺,https://plb.tw/tc/story_1_in.aspx?id=1265&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000095,SRC0003,story:id=1253,,,387.一生最幸福的相遇,https://plb.tw/tc/story_1_in.aspx?id=1253&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000096,SRC0003,story:id=1251,,,386.群魚來討命 佛光悉接引,https://plb.tw/tc/story_1_in.aspx?id=1251&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000097,SRC0003,story:id=1250,,,385.老鼠聞佛號，坐立蒙接引,https://plb.tw/tc/story_1_in.aspx?id=1250&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
SRC0003-ART000098,SRC0003,story:id=1237,,,384.聞名當日入蓮池，念佛兩天生淨土,https://plb.tw/tc/story_1_in.aspx?id=1237&cid=129,zh-Hant,,article,discovered,unreviewed,RR0002,pending,not_started,not_started,not_started,,,not_reviewed,not_reviewed,,2026-09-24,
