repo_source_id,source_name,aliases,t01_section,region,language,source_type,role,collection_priority,automation_priority,date_or_range,notes,registry_status,review_status,url
SRC0066,世界佛教居士林林刊,,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0067,佛学丛报,,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0068,佛教月报,,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0069,觉社丛书,,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0070,弘法月刊,,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0071,觉有情,,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0072,妙法轮,,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0073,佛教日报,,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0074,中国佛教会会报／中国佛教会月刊,,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0075,念佛感应见闻记,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0304 | merged_into:SRC0304; merged_by:owner; date:2026-09-21,merged,duplicate_review,
SRC0076,菩提树／Bodhedrum,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0314 | merged_into:SRC0314; merged_by:owner; date:2026-09-21,merged,duplicate_review,
SRC0077,慈光半月刊,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0078,明伦月刊,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0313 | merged_into:SRC0313; merged_by:owner; date:2026-09-21,merged,duplicate_review,
SRC0079,近代往生随闻录,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0307 | merged_into:SRC0307; merged_by:owner; date:2026-09-21,merged,duplicate_review,
SRC0080,现代往生见闻录（第一、二集）,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0306 | merged_into:SRC0306; merged_by:owner; date:2026-09-21,merged,duplicate_review,
SRC0081,当代往生见闻纪实,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0082,e世纪往生传,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0308 | merged_into:SRC0308; merged_by:owner; date:2026-09-21,merged,duplicate_review,
SRC0083,新世代念佛往生录,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0309 | merged_into:SRC0309; merged_by:owner; date:2026-09-21,merged,duplicate_review,
SRC0084,莲池海会念佛往生见闻记,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0312 | merged_into:SRC0312; merged_by:owner; date:2026-09-21,merged,duplicate_review,
SRC0085,不可思议之念佛功德——黄锡勋医师的生平与往生经过,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0086,念佛感应记（林慈超）,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0305 | merged_into:SRC0305; merged_by:owner; date:2026-09-21,merged,duplicate_review,
SRC0087,遇见弥陀：学佛感应记,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0088,笑着进入七宝池,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0089,癌细胞变快乐佛细胞,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0090,念佛感应录 第一集,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0302 | child_of:SRC0302（念佛感应录系列父条目）; dedup_confirmed:owner 2026-09-21,FORMAL_SELECTED,duplicate_review,
SRC0091,念佛感应录 第二集,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0302 | child_of:SRC0302（念佛感应录系列父条目）; dedup_confirmed:owner 2026-09-21,FORMAL_SELECTED,duplicate_review,
SRC0092,念佛感应录 第三集,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0302 | child_of:SRC0302（念佛感应录系列父条目）; dedup_confirmed:owner 2026-09-21,FORMAL_SELECTED,duplicate_review,
SRC0093,念佛感应录 第四集,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0302 | child_of:SRC0302（念佛感应录系列父条目）; dedup_confirmed:owner 2026-09-21,FORMAL_SELECTED,duplicate_review,
SRC0094,念佛感应录 第五集,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0302 | child_of:SRC0302（念佛感应录系列父条目）; dedup_confirmed:owner 2026-09-21,FORMAL_SELECTED,duplicate_review,
SRC0095,念佛感应录 第六集,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0302 | child_of:SRC0302（念佛感应录系列父条目）; dedup_confirmed:owner 2026-09-21,FORMAL_SELECTED,duplicate_review,
SRC0096,念佛感应录 第七集,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0302 | child_of:SRC0302（念佛感应录系列父条目）; dedup_confirmed:owner 2026-09-21,FORMAL_SELECTED,duplicate_review,
SRC0097,念佛感应录 第八集,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0302 | child_of:SRC0302（念佛感应录系列父条目）; dedup_confirmed:owner 2026-09-21,FORMAL_SELECTED,duplicate_review,
SRC0098,念佛癒病（一）,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,possible_duplicate_of:SRC0303 | merged_into:SRC0303; merged_by:owner; date:2026-09-21,merged,duplicate_review,
SRC0099,动物往生佛国记,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0100,净土宗双月刊,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0101,香港佛教,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0102,内明,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0103,台湾佛教,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0104,觉世,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0105,普门杂志,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0106,人生,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0107,佛教文化季刊,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0108,中国佛教月刊,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0109,今日佛教,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0110,慧炬,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0111,狮子吼（台湾复刊）,,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0112,净土,,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0113,弘化（现代复刊）,,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0114,慈护,,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0115,现代佛学,,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0116,法音,,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0117,佛教文化,,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0118,上海佛教,,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0119,江苏佛教,,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0120,广东佛教,,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0121,法炬,,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0122,寒山寺,,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0123,狮子吼（槟城本）,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0124,人海灯,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0125,觉音／华南觉音,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0126,无尽灯,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0127,南洋佛教,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0128,狮城潮音,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0129,佛教文摘,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0130,大马佛教研究,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0131,佛联汇讯,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0132,莲觉,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0133,星洲中国佛学,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0134,人间佛教（星洲本）,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0135,佛教人间（星洲本）,,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0136,台中佛教莲社官方网站,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0137,庐山东林寺官方网站／东林祖庭网络平台,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0138,苏州弘化社官方网站,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0139,守月亮海外净土网,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0140,雪心文教基金会网站／雪心助念团数据库,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0141,马来西亚净宗学会官方网站,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0142,新加坡佛教居士林官网,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0143,澳洲净宗学院官网,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0144,净空老法师专集网站,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0145,华藏净宗弘化网,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0146,香港佛陀教育协会官网,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0147,佛陀教育基金会官网,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0148,佛弟子文库,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0149,佛教导航,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0150,佛教在线／中华佛教在线,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0151,报佛恩网／般若文海,,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0152,净土宗活动资讯网,,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0153,庐山龙泉寺「极乐之光」网站,,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0154,新加坡净宗学会网站,,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0155,檀香寺助念网页 / Than Hsiang Zhu Nian Homepage,,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0156,台湾助念团网站（郭文芳助念团 Google Sites）,,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0157,弘愿寺历史官方网站,,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,,,,,,,,历史网站／已失效或迁移,FORMAL_SELECTED,pending_review,
SRC0158,净土宗官方 YouTube 影音（Plbamt）,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0159,净宗讲堂 YouTube / Pure Land Buddhism,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0160,东林法音 YouTube,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0161,东林法音「念佛感应故事」播放列表,,T01-3｜YouTube／法师来信型来源,,,,,,,,parent=SRC0159,FORMAL_SELECTED,pending_review,
SRC0162,净宗法师「信函」,,T01-3｜YouTube／法师来信型来源,,,,,,,,parent=SRC0133,FORMAL_SELECTED,pending_review,
SRC0163,净宗法师「念佛问答」,,T01-3｜YouTube／法师来信型来源,,,,,,,,parent=SRC0133,FORMAL_SELECTED,pending_review,
SRC0164,净空老法师影音图文检索中心,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0165,《学佛答问》系列,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0166,净土宗「念佛感应故事（真实案例）」视频系列,,T01-3｜YouTube／法师来信型来源,,,,,,,,parent=SRC0158,FORMAL_SELECTED,pending_review,
SRC0167,净土宗台北念佛会 YouTube,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0168,悟道法师佛法交流专页「莲友留言」,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0169,悟道法师《佛学问答》影音系列,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0170,华藏净宗弘化网 YouTube,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0171,马来西亚净宗学会 YouTube,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0172,定弘法师说法频道,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0173,熏闻成种｜成德法师学习分享平台,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0174,华藏净宗弘化网影音专区／数字影音库,,T01-3｜YouTube／法师来信型来源,,,,,,,,关联／parent=SRC0143,FORMAL_SELECTED,pending_review,
SRC0175,Podcast《净土宗弘愿法门－光明遍照 唯摄念佛》,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0176,十方圆通寺 道晟法师 YouTube,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0177,十方圆通寺官方网站,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,https://www.around-all-the-world.com/
