source_id,source_name,t01_section,selection_status,special_note
SRC0022,西舫汇征,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0023,净土圣贤录,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0024,染香集,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0025,净土圣贤录续编,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0026,种莲集,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0027,修西闻见录,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0028,居士传,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0029,善女人传,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0030,法华经显应录,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0031,名僧传,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,原书佚失
SRC0032,名僧传抄,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0033,高僧传,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0034,比丘尼传,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0035,续高僧传,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0036,宋高僧传,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0037,新修科分六学僧传,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0038,大明高僧传,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0039,补续高僧传,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0040,高僧摘要,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0041,佛祖统纪,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0042,佛祖历代通载,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0043,释氏稽古略,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0044,神僧传,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0045,法苑珠林,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0046,冥祥记,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,残缺／重辑传承
SRC0047,集神州三宝感通录,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0048,三宝感应要略录,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0049,冥报记,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0050,释门自镜录,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0051,现果随录,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0052,见闻录（智旭）,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0053,六道集,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0054,太平广记,T01-2 Part 1｜中国古代文献来源池,FORMAL_SELECTED,
SRC0055,近代往生传,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0056,净土圣贤录三编,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0057,净业月刊,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0058,净土宗月刊,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0059,弘化月刊,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0060,佛学半月刊,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0061,海潮音,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0062,世界佛教居士林林刊,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0063,佛学丛报,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0064,佛教月报,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0065,觉社丛书,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0066,弘法月刊,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0067,觉有情,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0068,妙法轮,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0069,佛教日报,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0070,中国佛教会会报／中国佛教会月刊,T01-2 Part 2A｜民国中文纸本文献与佛教期刊,FORMAL_SELECTED,
SRC0071,念佛感应见闻记,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0072,菩提树／Bodhedrum,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0073,慈光半月刊,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0074,明伦月刊,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0075,近代往生随闻录,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0076,现代往生见闻录（第一、二集）,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0077,当代往生见闻纪实,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0078,e世纪往生传,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0079,新世代念佛往生录,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0080,莲池海会念佛往生见闻记,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0081,不可思议之念佛功德——黄锡勋医师的生平与往生经过,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0082,念佛感应记（林慈超）,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0083,遇见弥陀：学佛感应记,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0084,笑着进入七宝池,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0085,癌细胞变快乐佛细胞,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0086,念佛感应录 第一集,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0087,念佛感应录 第二集,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0088,念佛感应录 第三集,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0089,念佛感应录 第四集,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0090,念佛感应录 第五集,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0091,念佛感应录 第六集,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0092,念佛感应录 第七集,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0093,念佛感应录 第八集,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0094,念佛癒病（一）,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0095,动物往生佛国记,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0096,净土宗双月刊,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0097,香港佛教,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0098,内明,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0099,台湾佛教,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0100,觉世,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0101,普门杂志,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0102,人生,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0103,佛教文化季刊,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0104,中国佛教月刊,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0105,今日佛教,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0106,慧炬,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0107,狮子吼（台湾复刊）,T01-2 Part 2B｜战后台湾／香港及华语近现代纸本文献,FORMAL_SELECTED,
SRC0108,净土,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,FORMAL_SELECTED,
SRC0109,弘化（现代复刊）,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,FORMAL_SELECTED,
SRC0110,当代念佛感应集,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,FORMAL_SELECTED,
SRC0111,慈护,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,FORMAL_SELECTED,
SRC0112,现代佛学,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,FORMAL_SELECTED,
SRC0113,法音,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,FORMAL_SELECTED,
SRC0114,佛教文化,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,FORMAL_SELECTED,
SRC0115,上海佛教,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,FORMAL_SELECTED,
SRC0116,江苏佛教,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,FORMAL_SELECTED,
SRC0117,广东佛教,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,FORMAL_SELECTED,
SRC0118,法炬,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,FORMAL_SELECTED,
SRC0119,寒山寺,T01-2 Part 2C｜中国大陆1949后／改革开放后纸本来源,FORMAL_SELECTED,
SRC0120,狮子吼（槟城本）,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0121,人海灯,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0122,觉音／华南觉音,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0123,无尽灯,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0124,南洋佛教,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0125,狮城潮音,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0126,佛教文摘,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0127,大马佛教研究,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0128,佛联汇讯,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0129,莲觉,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0130,星洲中国佛学,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0131,人间佛教（星洲本）,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0132,佛教人间（星洲本）,T01-2 Part 2D｜港澳、新加坡、马来西亚及海外华语纸本来源,FORMAL_SELECTED,
SRC0133,净土宗官方网站（中华净土宗协会／净土宗文教基金会）,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0134,台中佛教莲社官方网站,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0135,庐山东林寺官方网站／东林祖庭网络平台,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0136,苏州弘化社官方网站,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0137,守月亮海外净土网,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0138,雪心文教基金会网站／雪心助念团数据库,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0139,马来西亚净宗学会官方网站,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0140,新加坡佛教居士林官网,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0141,澳洲净宗学院官网,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0142,净空老法师专集网站,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0143,华藏净宗弘化网,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0144,香港佛陀教育协会官网,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0145,佛陀教育基金会官网,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0146,佛弟子文库,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0147,佛教导航,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0148,佛教在线／中华佛教在线,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0149,报佛恩网／般若文海,T01-2 Part 3｜中文互联网／寺院／莲社／助念团／投稿平台,FORMAL_SELECTED,
SRC0150,净土宗活动资讯网,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,FORMAL_SELECTED,
SRC0151,净土宗 Pure Land Buddhism Southeast Asia,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,FORMAL_SELECTED,
SRC0152,庐山龙泉寺「极乐之光」网站,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,FORMAL_SELECTED,
SRC0153,新加坡净宗学会网站,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,FORMAL_SELECTED,
SRC0154,檀香寺助念网页 / Than Hsiang Zhu Nian Homepage,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,FORMAL_SELECTED,
SRC0155,台湾助念团网站（郭文芳助念团 Google Sites）,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,FORMAL_SELECTED,
SRC0156,弘愿寺历史官方网站,T01-2 Part 3B｜中文网站长尾／地方助念团／迁移与失效网站,FORMAL_SELECTED,历史网站／已失效或迁移
SRC0157,净土宗官方 YouTube 影音（Plbamt）,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0158,净宗讲堂 YouTube / Pure Land Buddhism,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0159,东林法音 YouTube,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0160,东林法音「念佛感应故事」播放列表,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,parent=SRC0159
SRC0161,净宗法师「信函」,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,parent=SRC0133
SRC0162,净宗法师「念佛问答」,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,parent=SRC0133
SRC0163,净空老法师影音图文检索中心,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0164,《学佛答问》系列,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0165,净土宗「念佛感应故事（真实案例）」视频系列,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,parent=SRC0158
SRC0166,净土宗台北念佛会 YouTube,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0167,悟道法师佛法交流专页「莲友留言」,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0168,悟道法师《佛学问答》影音系列,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0169,华藏净宗弘化网 YouTube,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0170,马来西亚净宗学会 YouTube,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0171,定弘法师说法频道,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0172,熏闻成种｜成德法师学习分享平台,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0173,华藏净宗弘化网影音专区／数字影音库,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,关联／parent=SRC0143
SRC0174,Podcast《净土宗弘愿法门－光明遍照 唯摄念佛》,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0175,十方圆通寺 道晟法师 YouTube,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0176,十方圆通寺官方网站,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0177,Podcast《笃定往生的净土法门》道晟师父讲座,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0178,Pure Land Buddhism USA 净土宗美国 YouTube,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0179,法界佛陀教育学院 YouTube,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0180,文殊讲堂｜慧律法师官方影音资料库,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0181,文殊讲堂 Vimeo / wenshuykl,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0182,道证法师网络专辑（般若文海／报佛恩网）,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,保存型子来源；关联SRC0149
SRC0183,道证法师《毛毛虫变蝴蝶》系列,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0184,智随法师文章｜念佛感应篇,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,parent=SRC0133
SRC0185,智随法师文章｜往生记实篇,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,parent=SRC0133
SRC0186,净土宗加州念佛会 / Pure Land Buddhist Association 官网,T01-3｜YouTube／法师来信型来源,FORMAL_SELECTED,
SRC0187,日本往生極楽記,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0188,続本朝往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0189,拾遺往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0190,後拾遺往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0191,三外往生伝／三外往生記,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0192,本朝新修往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0193,念仏往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,残卷
SRC0194,今選往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,散佚
SRC0195,扶桑寄帰往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0196,女人往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0197,緇白往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0198,貞伝上人東域念仏利益伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0199,現証往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0200,新撰往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0201,近世念仏往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0202,淡海往生伝／近世淡海念仏往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0203,明治往生伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0204,明教新誌,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0205,親聞妙好人伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0206,妙好人伝（二巻本）,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0207,新続妙好人伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0208,妙好人伝（五巻本）,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0209,続妙好人伝,T01-4 Part 1｜日本历史核心来源,FORMAL_SELECTED,
SRC0210,三井往生伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0211,近世往生伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0212,日本古今往生略伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0213,浄土勧化三国往生伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0214,新聞顕験往生伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0215,総誉安西法師往生記,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0216,遂懐往生伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0217,孝感冥祥録,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0218,親聞往生験記,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0219,随聞往生伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0220,近世南紀念仏往生伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0221,日課念仏投宿編,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0222,新撰念仏往生験記,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0223,新選往生験記追加別伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0224,専念往生伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0225,入水往生伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0226,尾陽往生伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0227,拾遺専念往生伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0228,三河往生験記,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0229,遺身往生伝,T01-4 Part 1B｜日本近世／明治往生传补漏,FORMAL_SELECTED,
SRC0230,浄土宗公式サイト,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0231,浄土宗新聞,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0232,季刊『かるな』,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0233,公式チャンネル浄土宗,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0234,浄土宗全書テキストデータベース,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0235,新纂浄土宗大辞典,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0236,浄土宗総合研究所,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0237,知恩院公式サイト,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0238,知恩院公式YouTube,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0239,増上寺公式サイト,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0240,増上寺公式YouTube,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0241,浄土真宗本願寺派公式サイト,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0242,本願寺新報,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0243,本願寺公式Webブロードキャスト／YouTube,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0244,真宗大谷派 東本願寺公式サイト,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0245,同朋新聞,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0246,月刊『真宗』,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0247,真宗大谷派 東本願寺公式YouTube,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
SRC0248,しんらん交流館 YouTube,T01-4 Part 2｜日本现代来源,FORMAL_SELECTED,
